20110905093544 CRAWL RESUMED - Running
           timestamp  discovered      queued   downloaded       doc/s(avg)  KB/s(avg)   dl-failures   busy-thread   mem-use-KB  heap-size-KB   congestion   max-depth   avg-depth
2011-09-05T11:02:25Z        1911           2         1909          0(0.37)      0(15)             0             0        16090         25600            1           0           2
2011-09-05T11:02:45Z        1911           2         1909          0(0.37)      0(14)             0             0        16104         25600            1           0           2
2011-09-05T11:03:05Z        1911           2         1909          0(0.36)      0(14)             0             0        16229         25600            1           0           2
2011-09-05T11:03:25Z        1911           2         1909          0(0.36)      0(14)             0             0        16259         25600            1           0           2
2011-09-05T11:03:45Z        1911           2         1909          0(0.36)      0(14)             0             0        16361         25600            1           0           2
2011-09-05T11:04:05Z        1911           2         1909          0(0.36)      0(14)             0             0        16466         25600            1           0           2
2011-09-05T11:04:25Z        1911           2         1909          0(0.36)      0(14)             0             0        16498         25600            1           0           2
2011-09-05T11:04:45Z        1911           2         1909          0(0.36)      0(14)             0             0        16611         25600            1           0           2
2011-09-05T11:05:05Z        1911           2         1909          0(0.36)      0(14)             0             0        16634         25600            1           0           2
2011-09-05T11:05:25Z        1911           2         1909          0(0.35)      0(14)             0             0        16743         25600            1           0           2
2011-09-05T11:05:45Z        1911           2         1909          0(0.35)      0(14)             0             0        16772         25600            1           0           2
2011-09-05T11:06:05Z        1911           2         1909          0(0.35)      0(14)             0             0        16997         25600            1           0           2
2011-09-05T11:06:25Z        1911           2         1909          0(0.35)      0(14)             0             0        17076         25600            1           0           2
2011-09-05T11:06:45Z        1911           2         1909          0(0.35)      0(14)             0             0        17144         25600            1           0           2
2011-09-05T11:07:05Z        1911           2         1909          0(0.35)      0(14)             0             0        17238         25600            1           0           2
2011-09-05T11:07:25Z        1911           2         1909          0(0.35)      0(14)             0             0        17283         25600            1           0           2
2011-09-05T11:07:45Z        1911           2         1909          0(0.35)      0(14)             0             0        17399         25600            1           0           2
2011-09-05T11:08:05Z        1911           2         1909          0(0.34)      0(14)             0             0        17417         25600            1           0           2
2011-09-05T11:08:25Z        1911           2         1909          0(0.34)      0(14)             0             0        17531         25600            1           0           2
2011-09-05T11:08:45Z        1911           2         1909          0(0.34)      0(14)             0             0        17571         25600            1           0           2
2011-09-05T11:09:05Z        1911           2         1909          0(0.34)      0(13)             0             0        17673         25600            1           0           2
2011-09-05T11:09:25Z        1911           2         1909          0(0.34)      0(13)             0             0        17739         25600            1           0           2
2011-09-05T11:09:45Z        1911           2         1909          0(0.34)      0(13)             0             0        17807         25600            1           0           2
2011-09-05T11:10:05Z        1911           2         1909          0(0.34)      0(13)             0             0        17899         25600            1           0           2
2011-09-05T11:10:25Z        1911           2         1909          0(0.34)      0(13)             0             0        17950         25600            1           0           2
2011-09-05T11:10:45Z        1911           2         1909          0(0.33)      0(13)             0             0        18037         25600            1           0           2
2011-09-05T11:11:05Z        1911           2         1909          0(0.33)      0(13)             0             0        18097         25600            1           0           2
2011-09-05T11:11:25Z        1911           2         1909          0(0.33)      0(13)             0             0        18205         25600            1           0           2
2011-09-05T11:11:45Z        1911           2         1909          0(0.33)      0(13)             0             0        18254         25600            1           0           2
2011-09-05T11:12:05Z        1911           2         1909          0(0.33)      0(13)             0             0        18342         25600            1           0           2
2011-09-05T11:12:25Z        1911           2         1909          0(0.33)      0(13)             0             0        18417         25600            1           0           2
2011-09-05T11:12:45Z        1911           2         1909          0(0.33)      0(13)             0             0        18481         25600            1           0           2
2011-09-05T11:13:05Z        1911           2         1909          0(0.33)      0(13)             0             0        18576         25600            1           0           2
2011-09-05T11:13:25Z        1911           2         1909          0(0.33)      0(13)             0             0        18619         25600            1           0           2
2011-09-05T11:13:45Z        1911           2         1909          0(0.32)      0(13)             0             0        18712         25600            1           0           2
2011-09-05T11:14:05Z        1911           2         1909          0(0.32)      0(13)             0             0        18760         25600            1           0           2
2011-09-05T11:14:25Z        1911           2         1909          0(0.32)      0(13)             0             0        18868         25600            1           0           2
2011-09-05T11:14:45Z        1911           2         1909          0(0.32)      0(13)             0             0        18917         25600            1           0           2
2011-09-05T11:15:05Z        1911           2         1909          0(0.32)      0(13)             0             0        19004         25600            1           0           2
2011-09-05T11:15:25Z        1911           2         1909          0(0.32)      0(13)             0             0        19080         25600            1           0           2
2011-09-05T11:15:45Z        1911           2         1909          0(0.32)      0(13)             0             0        19160         25600            1           0           2
2011-09-05T11:16:05Z        1911           2         1909          0(0.32)      0(12)             0             0        19245         25600            1           0           2
2011-09-05T11:16:25Z        1911           2         1909          0(0.32)      0(12)             0             0        19297         25600            1           0           2
2011-09-05T11:16:45Z        1911           2         1909          0(0.32)      0(12)             0             0        19388         25600            1           0           2
2011-09-05T11:17:05Z        1911           2         1909          0(0.31)      0(12)             0             0        19444         25600            1           0           2
2011-09-05T11:17:25Z        1911           2         1909          0(0.31)      0(12)             0             0        19533         25600            1           0           2
2011-09-05T11:17:45Z        1911           2         1909          0(0.31)      0(12)             0             0        19602         25600            1           0           2
2011-09-05T11:18:05Z        1911           2         1909          0(0.31)      0(12)             0             0        19680         25600            1           0           2
2011-09-05T11:18:25Z        1911           2         1909          0(0.31)      0(12)             0             0        15908         25600            1           0           2
2011-09-05T11:18:45Z        1911           2         1909          0(0.31)      0(12)             0             0        15929         25600            1           0           2
2011-09-05T11:19:05Z        1911           2         1909          0(0.31)      0(12)             0             0        16036         25600            1           0           2
2011-09-05T11:19:25Z        1911           2         1909          0(0.31)      0(12)             0             0        16065         25600            1           0           2
2011-09-05T11:19:45Z        1911           2         1909          0(0.31)      0(12)             0             0        16173         25600            1           0           2
2011-09-05T11:20:05Z        1911           2         1909           0(0.3)      0(12)             0             0        16196         25600            1           0           2
2011-09-05T11:20:25Z        1911           2         1909           0(0.3)      0(12)             0             0        16319         25600            1           0           2
2011-09-05T11:20:46Z        1911           2         1909           0(0.3)      0(12)             0             0        16376         25600            1           0           2
2011-09-05T11:21:06Z        1911           2         1909           0(0.3)      0(12)             0             1        16536         25600            1           0           2
2011-09-05T11:21:26Z        1911           2         1909           0(0.3)      0(12)             0             0        16695         25600            1           0           2
2011-09-05T11:21:46Z        1911           2         1909           0(0.3)      0(12)             0             0        16733         25600            1           0           2
2011-09-05T11:22:06Z        1911           2         1909           0(0.3)      0(12)             0             0        16849         25600            1           0           2
2011-09-05T11:22:26Z        1911           2         1909           0(0.3)      0(12)             0             0        16867         25600            1           0           2
2011-09-05T11:22:46Z        1911           2         1909           0(0.3)      0(12)             0             0        16985         25600            1           0           2
2011-09-05T11:23:06Z        1911           2         1909           0(0.3)      0(12)             0             0        17004         25600            1           0           2
2011-09-05T11:23:26Z        1911           2         1909           0(0.3)      0(12)             0             0        17120         25600            1           0           2
2011-09-05T11:23:46Z        1911           2         1909          0(0.29)      0(12)             0             0        17201         25600            1           0           2
2011-09-05T11:24:06Z        1911           2         1909          0(0.29)      0(12)             0             0        17252         25600            1           0           2
2011-09-05T11:24:26Z        1911           2         1909          0(0.29)      0(11)             0             0        17356         25600            1           0           2
2011-09-05T11:24:46Z        1911           2         1909          0(0.29)      0(11)             0             0        17401         25600            1           0           2
2011-09-05T11:25:06Z        1911           2         1909          0(0.29)      0(11)             0             0        17516         25600            1           0           2
2011-09-05T11:25:26Z        1911           2         1909          0(0.29)      0(11)             0             0        17544         25600            1           0           2
2011-09-05T11:25:46Z        1911           2         1909          0(0.29)      0(11)             0             0        17651         25600            1           0           2
2011-09-05T11:26:06Z        1911           2         1909          0(0.29)      0(11)             0             0        17691         25600            1           0           2
2011-09-05T11:26:26Z        1911           2         1909          0(0.29)      0(11)             0             0        17784         25600            1           0           2
2011-09-05T11:26:46Z        1911           2         1909          0(0.29)      0(11)             0             0        17872         25600            1           0           2
2011-09-05T11:27:06Z        1911           2         1909          0(0.29)      0(11)             0             0        17932         25600            1           0           2
2011-09-05T11:27:26Z        1911           2         1909          0(0.28)      0(11)             0             0        18019         25600            1           0           2
2011-09-05T11:27:46Z        1911           2         1909          0(0.28)      0(11)             0             0        18068         25600            1           0           2
2011-09-05T11:28:06Z        1911           2         1909          0(0.28)      0(11)             0             0        18178         25600            1           0           2
2011-09-05T11:28:26Z        1911           2         1909          0(0.28)      0(11)             0             0        18214         25600            1           0           2
2011-09-05T11:28:46Z        1911           2         1909          0(0.28)      0(11)             0             0        18327         25600            1           0           2
2011-09-05T11:29:06Z        1911           2         1909          0(0.28)      0(11)             0             0        18360         25600            1           0           2
2011-09-05T11:29:26Z        1911           2         1909          0(0.28)      0(11)             0             0        18462         25600            1           0           2
2011-09-05T11:29:46Z        1911           2         1909          0(0.28)      0(11)             0             0        18870         25600            1           0           2
2011-09-05T11:30:06Z        1911           2         1909          0(0.28)      0(11)             0             0        18915         25600            1           0           2
2011-09-05T11:30:26Z        1911           2         1909          0(0.28)      0(11)             0             0        19019         25600            1           0           2
2011-09-05T11:30:46Z        1911           2         1909          0(0.28)      0(11)             0             0        19053         25600            1           0           2
2011-09-05T11:31:06Z        1911           2         1909          0(0.28)      0(11)             0             0        19163         25600            1           0           2
2011-09-05T11:31:26Z        1911           2         1909          0(0.28)      0(11)             0             0        19204         25600            1           0           2
2011-09-05T11:31:47Z        1911           2         1909          0(0.27)      0(11)             0             0        19311         25600            1           0           2
2011-09-05T11:32:07Z        1911           2         1909          0(0.27)      0(11)             0             0        19365         25600            1           0           2
2011-09-05T11:32:27Z        1911           2         1909          0(0.27)      0(11)             0             0        19458         25600            1           0           2
2011-09-05T11:32:47Z        1911           2         1909          0(0.27)      0(11)             0             0        19537         25600            1           0           2
2011-09-05T11:33:07Z        1911           2         1909          0(0.27)      0(11)             0             0        19590         25600            1           0           2
2011-09-05T11:33:27Z        1911           2         1909          0(0.27)      0(11)             0             0        19679         25600            1           0           2
2011-09-05T11:33:47Z        1911           2         1909          0(0.27)      0(11)             0             0        15924         25600            1           0           2
2011-09-05T11:34:07Z        1911           2         1909          0(0.27)      0(11)             0             0        16035         25600            1           0           2
2011-09-05T11:34:27Z        1911           2         1909          0(0.27)      0(10)             0             0        16065         25600            1           0           2
2011-09-05T11:34:47Z        1911           2         1909          0(0.27)      0(10)             0             0        16174         25600            1           0           2
2011-09-05T11:35:07Z        1911           2         1909          0(0.27)      0(10)             0             0        16204         25600            1           0           2
2011-09-05T11:35:27Z        1911           2         1909          0(0.27)      0(10)             0             0        16314         25600            1           0           2
2011-09-05T11:35:47Z        1911           2         1909          0(0.27)      0(10)             0             0        16338         25600            1           0           2
2011-09-05T11:36:07Z        1911           2         1909          0(0.26)      0(10)             0             0        16459         25600            1           0           2
2011-09-05T11:36:27Z        1911           2         1909          0(0.26)      0(10)             0             1        16593         25600            1           0           2
2011-09-05T11:36:47Z        1911           2         1909          0(0.26)      0(10)             0             1        16704         25600            1           0           2
2011-09-05T11:37:07Z        1911           2         1909          0(0.26)      0(10)             0             0        16850         25600            1           0           2
2011-09-05T11:37:27Z        1911           2         1909          0(0.26)      0(10)             0             0        17267         25600            1           0           2
2011-09-05T11:37:47Z        1911           2         1909          0(0.26)      0(10)             0             0        18605         25600            1           0           2
2011-09-05T11:38:07Z        1911           2         1909          0(0.26)      0(10)             0             0        18631         25600            1           0           2
2011-09-05T11:38:27Z        1911           2         1909          0(0.26)      0(10)             0             0        17436         25600            1           0           2
2011-09-05T11:38:47Z        1911           2         1909          0(0.26)      0(10)             0             0        17528         25600            1           0           2
2011-09-05T11:39:07Z        1911           2         1909          0(0.26)      0(10)             0             0        19290         25536            1           0           2
2011-09-05T11:39:27Z        1911           2         1909          0(0.26)      0(10)             0             0        19338         25536            1           0           2
2011-09-05T11:39:47Z        1911           2         1909          0(0.26)      0(10)             0             0        19986         25536            1           0           2
20110905113951 CRAWL WAITING - Pausing - Waiting for threads to finish
2011-09-05T11:39:51Z        1911           2         1909          0(0.26)      0(10)             0             0        20095         25536            1           0           2
20110905113951 CRAWL PAUSED - Paused
20110905113956 CRAWL RESUMED - Running
20110905114005 CRAWL ENDING - Finished - Ended by operator
2011-09-05T11:40:06Z        1911           2         1909          0(0.26)      0(10)             0             0        17339         25600            1           0           2
20110905114006 CRAWL ENDED - Finished - Ended by operator
